sitename,score,regionID,city,state,Latitude,Longitude,Federal_Facility_Indicator,Partial_Deletion,Listing_year,Listing_month,Listing_day,Proposed_year,Proposed_month,Proposed_day,Construction_year,Construction_month,Construction_day
Old Mill,35.95,5,Rock Creek,Ohio,41.6601,-80.8456,no,no,1982,12,30,1983,9,8,1991,9,30
Skinner Landfill,30.23,5,West Chester,Ohio,39.333331,-84.399719,no,no,1982,12,30,1983,9,8,2001,9,27
Summit National,52.28,5,Deerfield Township,Ohio,41.024,-81.0971,no,no,1982,12,30,1983,9,8,1995,9,18
Van Dale Junkyard,33.03,5,Marietta,Ohio,39.43195,-81.4025,no,no,1984,10,15,1986,6,10,2000,7,7
Zanesville Well Field,35.59,5,Zanesville,Ohio,39.967781,-81.992231,no,no,1982,12,30,1983,9,8,1996,9,3
Miami County Incinerator,57.84,5,Troy,Ohio,40.074169,-84.224169,no,no,1983,9,8,1984,9,21,1996,11,13
Powell Road Landfill,31.62,5,Dayton,Ohio,39.833331,-84.16,no,no,1983,9,8,1984,9,21,2000,2,25
South Point Plant,46.33,5,South Point,Ohio,38.4375,-82.591669,no,no,1983,9,8,1984,9,21,2001,12,31
"United Scrap Lead Co., Inc.",58.15,5,Troy,Ohio,40.008889,-84.198611,no,no,1983,9,8,1984,9,21,1999,12,10
Industrial Excess Landfill,51.13,5,Uniontown,Ohio,40.968331,-81.404169,no,no,1984,10,15,1986,6,10,2005,5,4
"Sanitary Landfill Co. (Industrial Waste Disposal Co., Inc.)",35.57,5,Dayton,Ohio,39.716581,-84.201531,no,no,1984,10,15,1986,6,10,1998,9,23
Ormet Corp.,46.44,5,Hannibal,Ohio,39.705,-80.841669,no,no,1985,9,18,1987,7,22,1998,8,4
"TRW, Inc. (Minerva Plant)",38.08,5,Minerva,Ohio,40.745,-81.09,no,no,1986,6,10,1989,3,31,1994,9,29
Wright-Patterson Air Force Base,57.85,5,Dayton,Ohio,39.8071,-84.0697,yes,no,1988,6,24,1989,10,4,1999,9,29
City Disposal Corp. Landfill,36.84,5,Dunn,Wisconsin,42.946389,-89.356939,no,no,1983,9,8,1984,9,21,2000,6,23
Delavan Municipal Well #4,28.9,5,Delavan,Wisconsin,42.631669,-88.623889,no,no,1983,9,8,1984,9,21,2000,9,28
Hagen Farm,32.06,5,Stoughton,Wisconsin,42.9089,-89.1832,no,no,1985,9,18,1987,7,22,1996,8,27
Hunts Disposal Landfill,31.02,5,Caledonia,Wisconsin,42.835,-87.88,no,no,1986,6,10,1987,7,22,1997,5,7
Janesville Ash Beds,57.9,5,Janesville,Wisconsin,42.703061,-89.0275,no,no,1983,9,8,1984,9,21,1997,9,18
Janesville Old Landfill,57.93,5,Janesville,Wisconsin,42.702781,-89.023611,no,no,1983,9,8,1984,9,21,1997,9,18
Kohler Co. Landfill,42.93,5,Kohler,Wisconsin,43.7375,-87.763889,no,no,1983,9,8,1984,9,21,1998,9,29
Lauer I Sanitary Landfill,42.69,5,Menomonee Falls,Wisconsin,43.181389,-88.066669,no,no,1983,9,8,1984,9,21,1999,9,28
Lemberger Transport & Recycling,34.58,5,Franklin Township,Wisconsin,44.1655,-87.8448,no,no,1983,9,8,1984,9,21,1996,10,22
Master Disposal Service Landfill,47.49,5,Brookfield,Wisconsin,43.092781,-88.163331,no,no,1983,9,8,1984,9,21,1997,6,19
"Mid-State Disposal, Inc. Landfill",35.23,5,Cleveland Township,Wisconsin,44.848331,-90.04,no,no,1983,9,8,1984,9,21,1994,9,22
"Moss-American Co., Inc. (Kerr-McGee Oil Co.)",32.14,5,Milwaukee,Wisconsin,43.1772,-88.0417,no,no,1983,9,8,1984,9,21,2009,11,25
Muskego Sanitary Landfill,51.91,5,Muskego,Wisconsin,42.8929,-88.1829,no,no,1983,9,8,1984,9,21,1997,9,26
"Oconomowoc Electroplating Co., Inc.",31.86,5,Ashippun,Wisconsin,43.2141,-88.5221,no,no,1983,9,8,1984,9,21,1996,9,25
Onalaska Municipal Landfill,42.47,5,Onalaska,Wisconsin,43.9573,-91.3382,no,no,1983,9,8,1984,9,21,1994,7,29
Schmalz Dump,48.92,5,Harrison,Wisconsin,44.21,-88.396669,no,no,1983,9,8,1984,9,21,1993,9,24
"Scrap Processing Co., Inc.",34.24,5,Medford,Wisconsin,45.1456,-90.3529,no,no,1983,9,8,1984,9,21,2000,2,24
"National Presto Industries, Inc.",42.39,5,Eau Claire,Wisconsin,44.8601,-91.452,no,no,1984,10,15,1986,6,10,1999,9,21
Stoughton City Landfill,35.79,5,Stoughton,Wisconsin,42.923889,-89.206389,no,no,1984,10,15,1986,6,10,1998,12,15
"Waste Management of Wisconsin, Inc. (Brookfield Sanitary Landfill)",28.9,5,Brookfield,Wisconsin,43.048169,-88.148111,no,no,1988,6,24,1990,8,30,2001,6,15
Wausau Ground Water Contamination,28.91,5,Wausau,Wisconsin,44.9773,-89.6292,no,no,1985,4,10,1986,6,10,1994,3,18
Sheboygan Harbor & River,33.79,5,Sheboygan,Wisconsin,43.749444,-87.70075,no,no,1985,9,18,1986,6,10,2013,1,30
"Lemberger Landfill, Inc.",34.07,5,Whitelaw,Wisconsin,44.173331,-87.841669,no,no,1985,9,18,1986,6,10,1996,9,9
Tomah Municipal Sanitary Landfill,45.91,5,Tomah,Wisconsin,43.9944,-90.522,no,no,1986,6,10,1989,3,31,2003,10,16
Algoma Municipal Landfill,39.99,5,Algoma,Wisconsin,44.597,-87.4912,no,no,1986,6,10,1987,7,22,1994,3,1
Hechimovich Sanitary Landfill,47.91,5,Williamstown,Wisconsin,43.459531,-88.554139,no,no,1988,6,24,1989,3,31,1997,9,16
Mid-South Wood Products,45.87,6,Mena,Arkansas,34.5697,-94.2566,no,no,1982,12,30,1983,9,8,1989,9,28
Midland Products,30.77,6,"Birta, Ola",Arkansas,35.025,-93.203889,no,no,1984,10,15,1986,6,10,1993,12,21
"Vertac, Inc.",65.46,6,Jacksonville,Arkansas,34.878,-92.1312,no,no,1982,12,30,1983,9,8,1998,8,31
"Arkwood, Inc.",28.95,6,Omaha,Arkansas,36.445,-93.1964,no,no,1985,9,18,1989,3,31,1996,6,28
Bayou Bonfouca,29.78,6,Slidell,Louisiana,30.282219,-89.784161,no,no,1982,12,30,1983,9,8,1997,9,30
"Petro-Processors of Louisiana, Inc.",41.44,6,Scotlandville,Louisiana,30.583331,-91.243331,no,no,1983,9,8,1984,9,21,2003,7,31
Homestake Mining Co.,34.21,6,Milan,New Mexico,35.243331,-107.8633,no,no,1982,12,30,1983,9,8,1996,9,20
United Nuclear Corp.,30.36,6,Church Rock,New Mexico,35.643331,-108.5,no,no,1982,12,30,1983,9,8,1998,9,29
Cimarron Mining Corp.,38.93,6,Carrizozo,New Mexico,33.643469,-105.8647,no,yes,1988,6,24,1989,10,4,1992,9,24
Prewitt Abandoned Refinery,44.24,6,Prewitt,New Mexico,35.3596,-108.0348,no,yes,1988,6,24,1990,8,30,1996,8,22
Lee Acres Landfill (USDOI),39.37,6,Farmington,New Mexico,36.7111,-108.0921,yes,no,1988,6,24,1990,8,30,2005,8,11
Hardage/Criner,51.01,6,Criner,Oklahoma,34.9764,-97.5809,no,no,1982,12,30,1983,9,8,1997,9,30
Tar Creek (Ottawa County),58.15,6,Ottawa County,Oklahoma,36.943603,-94.841914,no,no,1982,12,30,1983,9,8,0,0,0
Tinker Air Force Base (Soldier Creek/Building 3001),42.24,6,Oklahoma City,Oklahoma,35.413973,-97.401494,yes,no,1985,4,10,1987,7,22,0,0,0
Crystal Chemical Co.,60.9,6,Houston,Texas,29.7206,-95.5644,no,no,1982,12,30,1983,9,8,2003,10,2
"French, Ltd.",63.33,6,Crosby,Texas,29.8796,-95.0739,no,yes,1982,12,30,1983,9,8,1994,9,26
Highlands Acid Pit,37.77,6,Highlands,Texas,29.8141,-95.0786,no,no,1982,12,30,1983,9,8,1992,6,29
Sikes Disposal Pits,61.62,6,Crosby,Texas,29.881669,-95.086669,no,no,1982,12,30,1983,9,8,1995,1,30
United Creosoting Co.,37.29,6,Conroe,Texas,30.331669,-95.456669,no,no,1983,9,8,1984,9,21,1999,9,30
Geneva Industries/Fuhrmann Energy,59.46,6,Houston,Texas,29.66,-95.25,no,yes,1983,9,8,1984,9,21,1993,9,14
Odessa Chromium #1,42.24,6,Odessa,Texas,31.881669,-102.4033,no,no,1984,10,15,1986,6,10,1994,3,16
"Koppers Co., Inc. (Texarkana Plant)",31.31,6,Texarkana,Texas,33.416669,-94.065,no,no,1984,10,15,1986,6,10,2002,8,20
Sol Lynn/Industrial Transformers,39.65,6,Houston,Texas,29.678889,-95.398611,no,no,1984,10,15,1989,3,31,1993,9,29
"Petro-Chemical Systems, Inc. (Turtle Bayou)",29.94,6,Liberty County,Texas,29.92,-94.688061,no,no,1984,10,15,1986,6,10,2010,9,30
North Cavalcade Street,37.08,6,Houston,Texas,29.806669,-95.349169,no,no,1984,10,15,1986,6,10,2011,8,31
South Cavalcade Street,38.69,6,Houston,Texas,29.798331,-95.347781,no,no,1984,10,15,1986,6,10,2000,9,15
Lone Star Army Ammunition Plant,31.85,6,Texarkana,Texas,33.4344,-94.2483,yes,no,1984,10,15,1987,7,22,2002,9,24
Longhorn Army Ammunition Plant,39.83,6,Karnack,Texas,32.665,-94.123339,yes,no,1989,7,14,1990,8,30,0,0,0
Texarkana Wood Preserving Co.,40.19,6,Texarkana,Texas,33.408331,-94.053339,no,no,1985,4,10,1986,6,10,2012,9,21
Sheridan Disposal Services,30.16,6,Hempstead,Texas,30.2074,-96.1357,no,no,1986,6,10,1989,3,31,2006,5,1
Des Moines TCE,42.28,7,Des Moines,Iowa,41.5781,-93.636,no,no,1982,12,30,1983,9,8,1998,9,21
Midwest Manufacturing/North Farm,32.04,7,Kellogg,Iowa,41.746811,-92.893061,no,no,1985,9,18,1986,6,10,1997,2,18
Vogel Paint & Wax Co.,31.45,7,Orange City,Iowa,42.934439,-96.193339,no,no,1984,10,15,1986,6,10,1994,8,19
Lawrence Todtz Farm,52.11,7,Camanche,Iowa,41.787781,-90.292639,no,no,1985,9,18,1986,6,10,1991,9,11
Shaw Avenue Dump,30.01,7,Charles City,Iowa,43.0563,-92.6631,no,yes,1985,9,18,1987,7,22,2001,3,30
Doepke Disposal (Holliday),47.46,7,Johnson County,Kansas,39.033331,-94.8,no,no,1982,12,30,1983,9,8,1997,9,29
Cherokee County,58.15,7,Cherokee County,Kansas,37.003889,-94.823889,no,no,1982,12,30,1983,9,8,0,0,0
Strother Field Industrial Park,33.62,7,Cowley County,Kansas,37.170831,-97.031939,no,no,1984,10,15,1986,6,10,2008,10,28
Obee Road,33.62,7,Hutchinson,Kansas,38.063889,-97.851389,no,no,1987,1,22,1987,7,22,2011,9,9
Minker/Stout/Romaine Creek,36.78,7,Imperial,Missouri,38.44,-90.48,no,no,1982,12,30,1983,9,8,1997,9,30
Fulbright Landfill,40.6,7,Springfield,Missouri,37.273056,-93.3125,no,no,1982,12,30,1983,9,8,1992,6,3
Syntex Facility,43.78,7,Verona,Missouri,36.965,-93.798331,no,no,1982,12,30,1983,9,8,1998,9,16
Lee Chemical,46.81,7,Liberty,Missouri,39.201111,-94.3925,no,no,1984,10,15,1986,6,10,1994,3,23
"Solid State Circuits, Inc.",37.93,7,Republic,Missouri,37.118061,-93.480281,no,no,1984,10,15,1986,6,10,1993,11,18
Bee Cee Manufacturing Co.,28.59,7,Malden,Missouri,36.603331,-89.98,no,no,1984,10,15,1986,6,10,1999,9,10
Quality Plating,40.7,7,Sikeston,Missouri,36.96305,-89.557219,no,no,1984,10,15,1986,6,10,1999,9,28
Weldon Spring Former Army Ordnance Works,30.26,7,St. Charles County,Missouri,38.696389,-90.729161,yes,no,1989,7,14,1990,2,21,2005,8,24
Lake City Army Ammunition Plant (Northwest Lagoon),33.62,7,Independence,Missouri,39.103,-94.2783,yes,no,1984,10,15,1987,7,22,0,0,0
Valley Park TCE,35.57,7,Valley Park,Missouri,38.552781,-90.466669,no,no,1985,4,10,1986,6,10,2006,9,19
Oronogo-Duenweg Mining Belt,46.2,7,Jasper County,Missouri,37.101111,-94.420561,no,no,1988,6,24,1990,8,30,0,0,0
Cornhusker Army Ammunition Plant,51.13,7,Hall County,Nebraska,40.923331,-98.4925,yes,no,1984,10,15,1987,7,22,0,0,0
Hastings Ground Water Contamination,42.24,7,Hastings,Nebraska,40.583331,-98.383331,no,no,1984,10,15,1986,6,10,0,0,0
California Gulch,55.84,8,Leadville,Colorado,39.236111,-106.2692,no,no,1982,12,30,1983,9,8,0,0,0
"Central City, Clear Creek",51.39,8,Idaho Springs,Colorado,39.75,-105.5,no,no,1982,12,30,1983,9,8,0,0,0
Denver Radium Site,44.11,8,Denver,Colorado,39.716669,-105.0,no,yes,1982,12,30,1983,9,8,2006,9,27
Broderick Wood Products,35.13,8,Denver,Colorado,39.8148,-104.9989,no,no,1983,9,8,1984,9,21,1996,9,30
Lincoln Park,31.31,8,Canon City,Colorado,38.4,-105.2333,no,no,1983,9,8,1984,9,21,0,0,0
Lowry Landfill,48.36,8,Arapahoe County,Colorado,39.643331,-104.7083,no,no,1983,9,8,1984,9,21,2006,9,28
Eagle Mine,47.19,8,"Minturn, Redcliff",Colorado,39.533331,-106.3917,no,no,1984,10,15,1986,6,10,2001,9,17
Uravan Uranium Project (Union Carbide Corp.),43.53,8,Uravan,Colorado,38.366661,-108.7483,no,no,1984,10,15,1986,6,10,2008,9,29
Rocky Flats Plant (USDOE),64.32,8,Golden,Colorado,39.894169,-105.2017,yes,yes,1984,10,15,1989,10,4,2006,9,29
Rocky Mountain Arsenal (USARMY),58.15,8,Adams County,Colorado,39.835561,-104.8842,yes,no,1984,10,15,1987,7,22,0,0,0
Anaconda Co. Smelter,58.71,8,Anaconda,Montana,46.116661,-112.915,no,no,1982,12,30,1983,9,8,0,0,0
Libby Ground Water Contamination,37.67,8,Libby,Montana,48.38,-115.5389,no,no,1982,12,30,1983,9,8,1993,9,20
Milltown Reservoir Sediments,43.78,8,Milltown,Montana,46.866661,-113.8667,no,no,1982,12,30,1983,9,8,0,0,0
Silver Bow Creek/Butte Area,63.76,8,Silver Bow Creek,Montana,46.039,-112.7948,no,no,1982,12,30,1983,9,8,0,0,0
East Helena Site,61.65,8,East Helena,Montana,46.581669,-111.9183,no,no,1983,9,8,1984,9,21,0,0,0
Idaho Pole Co.,38.29,8,Bozeman,Montana,45.688331,-111.0217,no,yes,1984,10,15,1986,6,10,1998,3,26
Mouat Industries,31.66,8,Columbus,Montana,45.635,-109.2475,no,yes,1984,10,15,1986,6,10,1996,9,27
Montana Pole and Treating,33.03,8,Butte,Montana,45.99,-112.5483,no,no,1986,6,10,1987,7,22,2001,9,27
Portland Cement (Kiln Dust 2 & 3),54.4,8,Salt Lake City,Utah,40.7474,-111.9436,no,no,1984,10,15,1986,6,10,1998,8,18
Hill Air Force Base,49.94,8,Ogden,Utah,41.128331,-111.955,yes,no,1984,10,15,1987,7,22,0,0,0
Ogden Defense Depot (DLA),45.1,8,Ogden,Utah,41.266669,-112.0,yes,no,1984,10,15,1987,7,22,1995,9,28
Tooele Army Depot (North Area),53.95,8,Tooele,Utah,40.541669,-112.375,yes,no,1984,10,15,1990,8,30,0,0,0
Wasatch Chemical Co. (Lot 6),49.91,8,Salt Lake City,Utah,40.7226,-111.8747,no,no,1987,1,22,1991,2,11,1997,9,30
Indian Bend Wash Area,42.24,9,Scottsdale,Arizona,33.466669,-111.9083,no,yes,1982,12,30,1983,9,8,2006,9,28
Phoenix-Goodyear Airport Area,45.91,9,"Avondale, Goodyear",Arizona,33.429719,-112.3653,no,no,1982,12,30,1983,9,8,0,0,0
Tucson International Airport Area,57.8,9,Tucson,Arizona,32.105561,-110.9333,no,no,1982,12,30,1983,9,8,0,0,0
Hassayampa Landfill,42.79,9,Hassayampa,Arizona,33.368331,-112.7483,no,no,1986,6,10,1987,7,22,1997,9,30
Aerojet General Corp.,54.63,9,Rancho Cordova,California,38.608331,-121.2,no,no,1982,12,30,1983,9,8,0,0,0
Coast Wood Preserving,44.73,9,Ukiah,California,39.1125,-123.193,no,no,1982,12,30,1983,9,8,0,0,0
Iron Mountain Mine,56.16,9,Redding,California,40.671669,-122.5278,no,no,1982,12,30,1983,9,8,0,0,0
McColl,41.77,9,Fullerton,California,33.8953,-117.9712,no,no,1982,12,30,1983,9,8,1998,6,30
"Purity Oil Sales, Inc.",43.27,9,Malaga,California,36.6874,-119.7467,no,no,1982,12,30,1983,9,8,2012,9,28
Selma Treating Co.,48.83,9,Selma,California,36.556669,-119.6017,no,no,1982,12,30,1983,9,8,2005,1,26
Westinghouse Electric Corp. (Sunnyvale Plant),39.93,9,Sunnyvale,California,37.3787,-122.0225,no,no,1984,10,15,1986,6,10,2000,9,27
"Valley Wood Preserving, Inc.",32.01,9,Turlock,California,37.4727,-120.8239,no,no,1988,6,24,1989,3,31,2008,8,21
"Koppers Co., Inc. (Oroville Plant)",33.73,9,Oroville,California,39.470831,-121.5643,no,no,1983,9,8,1984,9,21,2003,9,4
McClellan Air Force Base (Ground Water Contamination),57.93,9,Sacramento,California,38.66,-121.3994,yes,no,1984,10,15,1987,7,22,0,0,0
Atlas Asbestos Mine,45.55,9,Fresno County,California,36.321669,-120.5867,no,no,1983,9,8,1984,9,21,1999,9,2
San Gabriel Valley (Area 1),42.24,9,El Monte,California,34.125,-118.0,no,no,1983,9,8,1984,5,8,0,0,0
San Gabriel Valley (Area 2),42.24,9,Baldwin Park Area,California,34.073611,-117.9361,no,no,1983,9,8,1984,5,8,0,0,0
San Gabriel Valley (Area 3),28.9,9,Alhambra,California,34.1,-118.125,no,no,1983,9,8,1984,5,8,0,0,0
San Gabriel Valley (Area 4),28.9,9,La Puente,California,34.016669,-117.9583,no,no,1983,9,8,1984,5,8,0,0,0
South Bay Asbestos Area,44.68,9,Alviso,California,37.429861,-121.9811,no,no,1984,10,15,1986,6,10,1998,9,23
"Operating Industries, Inc., Landfill",57.22,9,Monterey Park,California,34.033333,-118.105556,no,no,1984,10,15,1986,6,10,2012,9,11
San Fernando Valley (Area 1),42.24,9,Los Angeles,California,34.19,-118.3514,no,no,1984,10,15,1986,6,10,0,0,0
San Fernando Valley (Area 2),42.24,9,"Glendale, Los Angeles",California,34.163139,-118.286,no,no,1984,10,15,1986,6,10,0,0,0
San Fernando Valley (Area 4),35.57,9,Los Angeles,California,34.112081,-118.2539,no,no,1984,10,15,1986,6,10,0,0,0
Montrose Chemical Corp.,32.1,9,Torrance,California,33.848331,-118.2983,no,no,1984,10,15,1989,10,4,0,0,0
Sharpe Army Depot,42.24,9,Lathrop,California,37.829169,-121.2672,yes,no,1984,10,15,1987,7,22,2003,6,27
Norton Air Force Base,39.65,9,San Bernardino,California,34.098061,-117.2372,yes,no,1984,10,15,1987,7,22,2006,5,16
Castle Air Force Base (6 Areas),37.93,9,Merced,California,37.367361,-120.5636,yes,no,1984,10,15,1987,7,22,2006,9,21
Mather Air Force Base,28.9,9,Sacramento,California,38.55695,-121.2972,yes,no,1984,10,15,1987,7,22,2009,9,29
Lawrence Livermore Laboratory (USDOE),42.24,9,Livermore,California,37.688061,-121.7047,yes,no,1984,10,15,1987,7,22,2007,8,10
Beckman Instruments (Porterville Plant),34.21,9,Porterville,California,36.049,-119.0201,no,yes,1984,10,15,1986,6,10,1993,9,21
"Advanced Micro Devices, Inc.",37.93,9,Sunnyvale,California,37.3825,-122.0086,no,no,1984,10,15,1986,6,10,1993,9,17
Applied Materials,31.94,9,Santa Clara,California,37.3777,-121.9777,no,no,1984,10,15,1987,7,22,1993,9,27
Intel Magnetics,31.94,9,Santa Clara,California,37.3756,-121.9801,no,no,1984,10,15,1986,6,10,1992,8,19
Monolithic Memories,35.57,9,Sunnyvale,California,37.3816,-121.9968,no,no,1984,10,15,1987,7,22,1994,8,22
National Semiconductor Corp.,35.57,9,Santa Clara,California,37.375281,-121.9989,no,no,1984,10,15,1987,7,22,1997,10,16
Teledyne Semiconductor,35.35,9,Mountain View,California,37.4108,-122.0797,no,no,1984,10,15,1987,7,22,1992,3,31
"TRW Microwave, Inc. (Building 825)",31.94,9,Sunnyvale,California,37.3846,-122.0085,no,no,1988,6,24,1990,2,21,1993,9,17
Fairchild Semiconductor Corp. (Mountain View Plant),31.94,9,Mountain View,California,37.4012,-122.0542,no,no,1984,10,15,1991,2,11,1999,8,24
Sacramento Army Depot,44.46,9,Sacramento,California,38.520281,-121.3958,yes,no,1984,10,15,1987,7,22,2002,8,28
Intel Corp. (Mountain View Plant),29.76,9,Mountain View,California,37.3962,-122.0566,no,no,1984,10,15,1986,6,10,1999,8,24
Raytheon Corp.,29.76,9,Mountain View,California,37.3975,-122.0533,no,no,1984,10,15,1986,6,10,1999,8,24
Moffett Naval Air Station,29.49,9,Sunnyvale,California,37.411389,-122.0522,yes,no,1985,4,10,1987,7,22,0,0,0
"Waste Disposal, Inc.",34.6,9,Santa Fe Springs,California,33.95,-118.055,no,no,1986,6,10,1987,7,22,2005,8,12
Bunker Hill Mining & Metallurgical Complex,54.76,10,Smelterville,Idaho,47.543061,-116.1617,no,no,1982,12,30,1983,9,8,0,0,0
Eastern Michaud Flats Contamination,57.8,10,Pocatello,Idaho,42.901111,-112.5225,no,no,1989,5,5,1990,8,30,0,0,0
Teledyne Wah Chang,54.27,10,Albany,Oregon,44.66,-123.0633,no,no,1982,12,30,1983,9,8,2002,9,13
Umatilla Army Depot (Lagoons),31.31,10,Hermiston,Oregon,45.836111,-119.45,yes,no,1984,10,15,1987,7,22,0,0,0
"United Chrome Products, Inc.",31.07,10,Corvallis,Oregon,44.5042,-123.2861,no,no,1983,9,8,1984,9,21,1991,12,27
Colbert Landfill,41.59,10,Spokane,Washington,47.861669,-117.3483,no,no,1982,12,30,1983,9,8,1997,9,9
"Commencement Bay, Near Shore/Tide Flats",42.2,10,Pierce County,Washington,47.266667,-122.416667,no,yes,1982,12,30,1983,9,8,0,0,0
"Commencement Bay, South Tacoma Channel",54.63,10,Tacoma,Washington,47.229439,-122.4714,no,yes,1982,12,30,1983,9,8,1999,9,29
FMC Corp. (Yakima),38.8,10,Yakima,Washington,46.566669,-120.4933,no,no,1982,12,30,1983,9,8,1993,9,1
Harbor Island (Lead),34.6,10,Seattle,Washington,47.5794,-122.3522,no,yes,1982,12,30,1983,9,8,0,0,0
Kaiser Aluminum (Mead Works),38.07,10,Mead,Washington,47.755,-117.3767,no,no,1982,12,30,1983,9,8,0,0,0
Lakewood,42.49,10,Lakewood,Washington,47.14341,-122.51295,no,yes,1982,12,30,1983,9,8,1992,9,29
Queen City Farms,34.38,10,Maple Valley,Washington,47.45,-122.0417,no,no,1983,9,8,1984,9,21,1997,9,9
"Western Processing Co., Inc.",58.63,10,Kent,Washington,47.425,-122.2417,no,no,1982,12,30,1983,9,8,1991,12,23
American Lake Gardens/McChord AFB,28.9,10,Tacoma,Washington,47.125,-122.5267,yes,no,1983,9,8,1984,9,21,1994,9,29
Greenacres Landfill,28.9,10,Spokane County,Washington,47.6627,-117.1169,no,no,1983,9,8,1984,9,21,1999,7,23
Bangor Ordnance Disposal (USNAVY),30.42,10,Bremerton,Washington,47.764719,-122.7008,yes,no,1984,10,15,1987,7,22,1999,9,23
Mica Landfill,34.64,10,Mica,Washington,47.579169,-117.2111,no,no,1984,10,15,1986,6,10,2002,2,12
Midway Landfill,54.27,10,Kent,Washington,47.38,-122.2933,no,no,1984,10,15,1986,6,10,2000,9,21
Northside Landfill,28.9,10,Spokane,Washington,47.7275,-117.4828,no,no,1984,10,15,1986,6,10,1993,9,2
Wyckoff Co./Eagle Harbor,32.55,10,Bainbridge Island,Washington,47.621669,-122.5167,no,no,1985,9,18,1987,7,22,0,0,0
"Naval Air Station, Whidbey Island (Ault Field)",47.58,10,Whidbey Island,Washington,48.344219,-122.6637,yes,no,1985,9,18,1990,2,21,1997,9,25
Hidden Valley Landfill (Thun Field),37.93,10,Pierce County,Washington,47.095,-122.2878,no,no,1986,6,10,1989,3,31,2000,9,28
Naval Undersea Warfare Station (4 Areas),33.6,10,Keyport,Washington,47.6946,-122.622,yes,no,1986,6,10,1989,10,4,2000,6,27
Fairchild Air Force Base (4 Waste Areas),31.98,10,Spokane County,Washington,47.628331,-117.6462,yes,no,1988,6,24,1989,3,13,0,0,0
Riverbank Army Ammunition Plant,63.94,9,Riverbank,California,37.71695,-120.9181,yes,no,1988,6,24,1990,2,21,1997,9,30
Boarhead Farms,39.92,3,Bridgeton Township,Pennsylvania,40.545831,-75.125,no,no,1988,6,24,1989,3,31,2003,11,10
Watkins-Johnson Co. (Stewart Division Plant),28.9,9,Scotts Valley,California,37.051111,-122.029028,no,no,1987,1,22,1990,8,30,1994,9,22
Fresno Municipal Sanitary Landfill,35.57,9,Fresno,California,36.704169,-119.8261,no,no,1988,6,24,1989,10,4,0,0,0
Fletcher's Paint Works & Storage,35.39,1,Milford,New Hampshire,42.8358,-71.6554,no,no,1988,6,24,1989,3,31,2018,8,21
Sauk County Landfill,34.21,5,Excelsior,Wisconsin,43.5145,-89.8775,no,no,1988,6,24,1989,10,4,1995,9,1
DuPage County Landfill/Blackwell Forest,35.57,5,Warrenville,Illinois,41.8326,-88.1787,no,no,1988,6,24,1990,2,21,1998,9,30
Spickler Landfill,44.24,5,Spencer,Wisconsin,44.689689,-90.265611,no,no,1987,1,22,1987,7,22,1998,9,29
"Lakeland Disposal Service, Inc.",34.1,5,Claypool,Indiana,41.1475,-85.917219,no,no,1988,6,24,1989,3,31,2002,9,26
"Caldwell Lace Leather Co., Inc.",34.21,4,Auburn,Kentucky,36.8725,-86.746389,no,no,1988,6,24,1990,8,30,1994,6,30
Westinghouse Electric Corp. (Sharon Plant),41.33,3,Sharon,Pennsylvania,41.2434,-80.5058,no,no,1988,6,24,1990,8,30,2005,12,22
Seattle Municipal Landfill (Kent Highlands),52.19,10,Kent,Washington,47.391669,-122.2792,no,no,1988,6,24,1990,8,30,1995,9,7
Pacific Car & Foundry Co.,42.33,10,Renton,Washington,47.488889,-122.1964,no,no,1988,6,24,1990,2,21,1996,8,5
Oklahoma Refining Co.,46.01,6,Cyril,Oklahoma,34.898331,-98.193339,no,no,1988,6,24,1990,2,21,0,0,0
"Benfield Industries, Inc.",31.67,4,Hazelwood,North Carolina,35.477781,-83.004169,no,no,1988,6,24,1989,10,4,2001,9,19
Abex Corp.,36.53,3,Portsmouth,Virginia,36.8265,-76.3045,no,no,1988,6,24,1990,8,30,0,0,0
"Arrowhead Associates, Inc./Scovill Corp.",37.15,3,Montross,Virginia,38.086669,-76.791111,no,no,1988,6,24,1990,2,21,2002,9,27
Occidental Chemical Corp./Firestone Tire & Rubber Co.,45.91,3,Lower Pottsgrove Township,Pennsylvania,40.232081,-75.614169,no,no,1988,6,24,1989,10,4,2008,9,29
North Penn - Area 1,35.57,3,Souderton,Pennsylvania,40.3108,-75.3252,no,no,1987,1,22,1989,3,31,1998,9,24
North Penn - Area 12,28.9,3,Worcester,Pennsylvania,40.1807,-75.3537,no,no,1987,1,22,1990,2,21,2000,9,20
North Penn - Area 7,35.57,3,North Wales,Pennsylvania,40.218061,-75.278889,no,no,1987,1,22,1989,3,31,0,0,0
North Penn - Area 6,35.57,3,Lansdale,Pennsylvania,40.248331,-75.295639,no,yes,1987,1,22,1989,3,31,0,0,0
North Penn - Area 2,35.57,3,Hatfield,Pennsylvania,40.293889,-75.297781,no,no,1987,1,22,1989,10,4,2012,8,8
North Penn - Area 5,35.57,3,Montgomery Township,Pennsylvania,40.2721,-75.2451,no,no,1987,1,22,1989,3,31,0,0,0
Wrigley Charcoal Plant,36.14,4,Wrigley,Tennessee,35.9025,-87.353194,no,no,1988,6,24,1989,3,31,0,0,0
